class,odor,spore_print_color,gill_color,ring_type,stalk_surface_above_ring,stalk_surface_below_ring,gill_size,stalk_color_above_ring,stalk_color_below_ring,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,brown,no
edible,none,brown,white,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,white,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,brown,no
poisonous,creosote,black,pink,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,black,pink,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,purple,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,pink,no
poisonous,creosote,brown,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,white,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,pink,no
poisonous,creosote,brown,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,purple,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,creosote,brown,gray,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,brown,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,buff,no
edible,none,brown,brown,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,pink,no
edible,none,black,purple,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,black,purple,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,black,purple,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,black,white,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,black,white,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,brown,no
edible,none,brown,pink,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,black,white,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,brown,no
edible,none,brown,white,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,black,purple,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,buff,no
edible,none,brown,brown,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,brown,no
edible,none,black,white,pendant,smooth,smooth,broad,gray,white,bruises
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,white,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,creosote,black,gray,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,brown,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,creosote,brown,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,pink,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,gray,white,bruises
poisonous,creosote,black,pink,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,brown,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,creosote,black,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,purple,pendant,smooth,smooth,broad,pink,pink,bruises
poisonous,creosote,brown,purple,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,white,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,pink,no
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,pink,no
edible,none,black,brown,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,black,purple,pendant,smooth,smooth,broad,pink,pink,bruises
poisonous,creosote,black,gray,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,pink,no
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,black,purple,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,black,purple,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,creosote,black,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,pink,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,white,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,buff,no
edible,none,brown,brown,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,creosote,black,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,brown,pendant,smooth,smooth,broad,pink,pink,bruises
poisonous,creosote,black,brown,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,pink,no
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,brown,no
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,brown,no
edible,none,black,purple,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,creosote,brown,pink,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,purple,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,pink,white,bruises
edible,none,black,white,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,purple,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,creosote,black,pink,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,purple,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
edible,none,black,brown,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,creosote,brown,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,brown,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,white,pendant,smooth,smooth,broad,pink,gray,bruises
edible,none,black,white,pendant,smooth,smooth,broad,gray,pink,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,pink,no
poisonous,creosote,black,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,white,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,black,pink,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,pink,pendant,smooth,smooth,broad,pink,pink,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,pink,no
poisonous,creosote,brown,pink,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,pink,no
poisonous,creosote,brown,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,white,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,brown,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,creosote,black,brown,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,black,pink,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,pink,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,creosote,black,brown,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,black,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,purple,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,white,bruises
poisonous,creosote,brown,gray,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,pink,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,creosote,brown,brown,pendant,smooth,smooth,narrow,white,white,no
edible,none,black,white,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,buff,no
edible,none,black,brown,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,buff,no
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,white,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,pink,no
edible,none,black,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,white,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,creosote,brown,pink,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,buff,no
poisonous,creosote,brown,gray,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,brown,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,brown,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,brown,no
edible,none,black,brown,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,brown,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
edible,none,black,white,pendant,smooth,smooth,broad,white,white,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,brown,brown,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,buff,no
edible,none,black,white,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,buff,no
edible,none,black,brown,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,brown,no
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,buff,no
poisonous,creosote,brown,gray,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,brown,no
edible,none,black,purple,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,black,brown,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,creosote,brown,brown,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,pink,no
edible,none,black,pink,pendant,smooth,smooth,broad,white,pink,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,buff,no
edible,none,brown,purple,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,brown,no
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
poisonous,creosote,brown,brown,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,black,gray,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,brown,no
edible,none,brown,purple,pendant,smooth,smooth,broad,white,white,bruises
poisonous,foul,chocolate,white,pendant,fibrous,smooth,broad,white,white,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
edible,none,black,white,pendant,smooth,smooth,broad,pink,pink,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,brown,no
poisonous,creosote,black,gray,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,brown,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,buff,no
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,black,white,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,buff,no
poisonous,creosote,brown,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,buff,no
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,white,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
poisonous,creosote,black,pink,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,pink,pendant,fibrous,smooth,broad,white,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,brown,no
edible,none,white,red,evanescent,smooth,smooth,broad,red,white,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,buff,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,pink,no
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,brown,no
poisonous,creosote,brown,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,brown,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,brown,no
poisonous,foul,chocolate,chocolate,pendant,smooth,smooth,broad,white,white,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,buff,no
edible,none,black,brown,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,buff,no
edible,none,black,pink,pendant,smooth,smooth,broad,pink,pink,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,buff,no
edible,none,black,brown,pendant,smooth,smooth,broad,gray,white,bruises
edible,none,black,white,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,pink,no
edible,none,brown,white,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,buff,no
edible,none,black,white,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,black,white,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,brown,white,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,brown,no
edible,none,black,purple,pendant,smooth,smooth,broad,gray,pink,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,brown,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,brown,no
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,gray,bruises
edible,none,brown,purple,pendant,smooth,smooth,broad,gray,white,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,buff,no
poisonous,fishy,white,buff,evanescent,silky,smooth,narrow,white,white,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,pink,no
poisonous,creosote,brown,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,pink,pendant,smooth,fibrous,broad,white,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,pink,no
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,brown,no
edible,none,black,white,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,buff,no
edible,none,black,purple,pendant,smooth,smooth,broad,gray,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,pink,no
edible,none,brown,purple,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,buff,no
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,brown,no
edible,none,black,pink,pendant,smooth,smooth,broad,gray,white,bruises
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
poisonous,creosote,brown,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,brown,no
edible,none,black,pink,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,pink,no
poisonous,creosote,brown,gray,pendant,smooth,smooth,narrow,white,white,no
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
edible,none,brown,brown,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,buff,no
edible,none,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,pink,pendant,smooth,smooth,broad,white,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,brown,no
edible,none,brown,white,pendant,smooth,smooth,broad,pink,pink,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
edible,none,brown,purple,pendant,smooth,smooth,broad,white,gray,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,pink,brown,no
edible,none,chocolate,chocolate,flaring,smooth,fibrous,narrow,white,white,no
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,buff,no
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,pink,no
edible,none,brown,pink,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,buff,no
edible,none,brown,brown,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,white,pendant,smooth,smooth,broad,pink,gray,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,pink,no
edible,none,black,white,pendant,smooth,smooth,broad,pink,pink,bruises
edible,none,brown,pink,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,buff,buff,no
poisonous,creosote,black,purple,pendant,smooth,smooth,narrow,white,white,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
poisonous,fishy,white,buff,evanescent,silky,smooth,narrow,pink,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,pink,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,pink,no
edible,none,brown,purple,pendant,smooth,smooth,broad,white,pink,bruises
poisonous,foul,white,buff,evanescent,smooth,smooth,narrow,pink,pink,no
edible,none,brown,brown,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,none,green,gray,pendant,smooth,smooth,broad,white,white,bruises
edible,none,black,white,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,buff,brown,no
edible,none,black,white,pendant,smooth,smooth,broad,white,gray,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,brown,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
edible,none,brown,purple,pendant,smooth,smooth,broad,pink,white,bruises
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,pink,buff,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,brown,no
poisonous,foul,chocolate,gray,large,silky,silky,broad,buff,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,pink,brown,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,buff,no
poisonous,foul,chocolate,pink,large,silky,silky,broad,brown,buff,no
edible,none,black,purple,pendant,smooth,smooth,broad,gray,gray,bruises
poisonous,foul,chocolate,gray,large,silky,silky,broad,brown,pink,no
poisonous,foul,chocolate,chocolate,large,silky,silky,broad,brown,pink,no
edible,none,black,purple,pendant,smooth,smooth,broad,white,pink,bruises
